catalog_index	catalog	author	short	title	town	from	till	dissertation	cluster	cluster_idx	remove
124900	kungliga	Lund, David	Disqvisitio theologica de excidio universi, 	Disqvisitio theologica de excidio universi, totali & substantiali, publicis dissertationibus, in academia Aboënsi antehac, in gratiam studiosæ juventutis proposita & adornata; nunc vero, addita præfatione, conjunctim publici juris facta	Stockholm	1712	NA	NA	1	2	
51311	fennica	Ehrström, Erik Gustaf	Dissertatio academica, tractatum pacis Cardisensis, 	Dissertatio academica, tractatum pacis Cardisensis, secundum exemplum manu scriptum Russicum in Bibliotheca Auraica servatum, cum versione latina et animadversionibus exhibens. Cujus partem primam, venia ampliss. facult. philos. publico examini modeste subjiciunt Ericus Gustavus Ehrström, phil. mag., linguae russ. translator, et Gabriel Wallenius, stipendiarius publicus, Ostrobotnienses. In auditorio theolog. die XIX Junii MDCCCXVI. h. a. m. s	Turku	1816	NA	Diss.	1	1	
319748	kungliga	NA	Dissertatio academica, tractatum pacis Cardisensis, 	Dissertatio academica, tractatum pacis Cardisensis, secundum exemplum manu scriptum Russieum in bibliotheca Auraica servatum, con versione Latina et animadversionibus exhibens	Turku	1816	NA	Diss.	1	2	potentially remove
51356	fennica	Franze´n, Frans Michael	Specimen academicum de optima historiam 	Specimen academicum de optima historiam universalem, praesertim antiquam, proponendi methodo. Quod cons. ampl. fac. phil. Reg. Acad. Ab. praeside mag. Franc. Mich. Franze´n, mor. [et] hist. prof. reg. [et] ord. Pro gradu philosophico publicae subjicit censurae Jonas Lindström, stip. Bilm. Angermannus. In Schola cathedr. die 19 Junii 1806. h. a. m. s	Turku	1806	NA	Diss.	1	1	
212961	kungliga	Franzén, Frans Michael	Specimen academicum de optima historiam 	Specimen academicum de optima historiam universalem, præsertim antiquam, proponendi methodo	Turku	1806	NA	NA	1	2	potentially remove
51459	fennica	Gadolin, Johan	Anmärkningar om Säkylä qvarnstens-brott, med 	Anmärkningar om Säkylä qvarnstens-brott, med bifall af phil. fac. vid Kongl. Åbo Academie, under inseende af mag. Johan Gadolin, chemiae professor och ledamot af Vetensk. Academierna och Sällskapen i Dublin, Stockholm, Upsala, Bru¨ssel och Erlangen, samt Kgl. Finska Hushålln. Sällskapet, för lagerkransen utgifne af Gustaf Johan Bergroth, g. o. t. och phil. candidat. til allmän granskning uti Academiens nedre lärosal den 12 Junii 1801	Turku	1801	NA	Diss.	1	1	
203795	kungliga	Gadolin, Johan	Anmärkningar om Säkylä qvarnstens-brott, med 	Anmärkningar om Säkylä qvarnstens-brott, med bifall af phil. fac. vid kongl. Åbo academie under inseende af Mag. Johan Gadolin [...] för lagerkransen utgifne af Gustaf Johan Bergroth [...] til allmän granskning uti academiens nedre lärosal den 12 junii 1801	Turku	1801	NA	Diss.	1	2	potentially remove
51647	fennica	Linse´n, Johan Gabriel	De Albio Tibullo Ovidii elegia 	De Albio Tibullo Ovidii elegia latine et svetice quam venia ampl. fac. phil. Aboensis p. p. Johannes Gabriel Linse´n phil. mag. litteraturae Rom. adjunctus et Constantinus Törnudd stipend. De La Mylianus Ostrob. In audit. philos. die XXIII Maji MDCCCXXVII h. a. m. s	Turku	1827	NA	Diss.	1	1	
274006	kungliga	Linsén, Johan Gabriel	De Albio Tibullo Ovidii elegia 	De Albio Tibullo Ovidii elegia Latine et Svetice quam venia ampl. fac. phil. Aboensis P. P. Johannes Gabriel Linsén phil. mag. litteraturae Rom. adjunctus et Constantinus Törnudd stipend. De La Mylianus Ostrob. In audit. philos. die XXIII Maji MDCCCXXVII H. A. M. S	Turku	1827	NA	Diss. Åbo : Kejserliga Alexanders-Universitetet, 1827	1	2	potentially remove
51679	fennica	Nordström, Jacob Johan	Om länsförfattningen i den svenska 	Om länsförfattningen i den svenska Norden intill Gustaf den förstes tid. Academisk afhandling, hvilken med den vidtlagfarna juridiska facultetens vid Kejserl. Universitetet i Åbo samtycke, till offentelig granskning framställes uti juridiska lärosalen den 6 December 1826. p. v. t. f. m. af mag. Jacob Johan Nordström, juris utr. candidat, e. o. amanuens vid consistorium academicum och auscultant i Kejsel. Åbo hofrätt	Turku	1826	NA	Diss.	1	1	
268845	kungliga	Nordström, Johan Jakob	Om länsförfattningen i den svenska 	Om länsförfattningen i den svenska Norden intill Gustaf den förstes tid	Turku	1826	NA	Diss. Åbo	1	2	potentially remove
51933	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Höst-termin 1818	Turku	1818	NA	NA	1	1	
112379	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Höst-termin 1818. Åbo. Bibel-sällskapets boktryckeri, 1818	Turku	1818	NA	NA	1	2	potentially remove
51934	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Vår-termin 1819	Turku	1819	NA	NA	1	1	
51935	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Höst-termin 1819	Turku	1819	NA	NA	1	2	
112380	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Vår-termin 1819. Åbo. Bibel-sällskapets boktryckeri, 1819	Turku	1819	NA	NA	1	3	potentially remove
112381	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Höst-termin 1819. Åbo. Bibel-sällskapets boktryckeri, 1819	Turku	1819	NA	NA	1	4	potentially remove
51937	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Höst-termin 1820	Turku	1820	NA	NA	1	1	
112382	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Vår-termin 1820. Åbo. Bibel-sällskapets boktryckeri, 1820	Turku	1820	NA	NA	1	2	potentially remove
112383	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Höst-termin 1820. Åbo. Bibel-sällskapets boktryckeri, 1820	Turku	1820	NA	NA	1	3	potentially remove
51938	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Vår-termin 1821	Turku	1821	NA	NA	1	1	
51939	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Höst-termin 1821	Turku	1821	NA	NA	1	2	
112384	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Vår-termin 1821. Åbo. Bibel-sällskapets boktryckeri, 1821	Turku	1821	NA	NA	1	3	potentially remove
112385	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Höst-termin 1821. Åbo. Bibel-sällskapets boktryckeri, 1821	Turku	1821	NA	NA	1	4	potentially remove
51940	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Vår-termin 1822	Turku	1822	NA	NA	1	1	
51941	fennica	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid Kejserl. Academien i Åbo. Höst-termin 1822	Turku	1822	NA	NA	1	2	
112386	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Vår-termin 1822. Åbo. Bibel-sällskapets boktryckeri, 1822	Turku	1822	NA	NA	1	3	potentially remove
112387	kungliga	NA	Förteckning öfver samtlige studerande nationernas 	Förteckning öfver samtlige studerande nationernas närvarande ledamöter vid kejserl. academien i Åbo. Höst-termin 1822. Åbo. Bibel-sällskapets boktryckeri, 1822	Turku	1822	NA	NA	1	4	potentially remove
51942	fennica	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1823	Turku	1823	NA	NA	1	1	
112388	kungliga	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1823. Åbo, bibel-sällskapets boktryckeri, 1823	Turku	1823	NA	NA	1	2	potentially remove
51943	fennica	NA	Kejserliga universitetet i Åbo, hösttermin 	Kejserliga universitetet i Åbo, hösttermin år 1823	Turku	1823	NA	NA	1	1	
112389	kungliga	NA	Kejserliga universitetet i Åbo, hösttermin 	Kejserliga universitetet i Åbo, hösttermin år 1823. Åbo, bibel-sällskapets boktryckeri, 1823	Turku	1823	NA	NA	1	2	potentially remove
51944	fennica	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1824	Turku	1824	NA	NA	1	1	
112390	kungliga	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1824. Åbo, tryckt hos Christian Ludv. Hjelt. På dess förlag	Turku	1824	NA	NA	1	2	potentially remove
51945	fennica	NA	Kejserliga universitetet i Åbo, hösttermin 	Kejserliga universitetet i Åbo, hösttermin år 1824	Turku	1824	NA	NA	1	1	
112391	kungliga	NA	Kejserliga universitetet i Åbo, hösttermin 	Kejserliga universitetet i Åbo, hösttermin år 1824. Åbo, tryckt hos Christian Ludv. Hjelt. På dess förlag	Turku	1824	NA	NA	1	2	potentially remove
51946	fennica	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1825	Turku	1825	NA	NA	1	1	
112392	kungliga	NA	Kejserliga universitetet i Åbo, vårtermin 	Kejserliga universitetet i Åbo, vårtermin år 1825. Åbo, tryckt hos Christian Ludv. Hjelt	Turku	1825	NA	NA	1	2	potentially remove
51951	fennica	Snellman, Henricus	Rede am Dankfeste, welches die 	Rede am Dankfeste, welches die Kaiserliche Universität zu Åbo, am 28:ten Junius 1811, wegen Errichtung des ihr allernådigst bewilligten neuen Staats, feyerte, gehalten von Henric Snellman, Lector am pädagogischen Seminarium. Aus dem Schwedischen uebersetzt von F. A. Meyer	Turku	1812	NA	NA	1	1	
303752	kungliga	Snellman, Henric	Rede am Dankfeste, welches die 	Rede am Dankfeste, welches die kaiserliche Universität zu Åbo, an 28:ten Junius 1811, wegen Errichtung des ihr allergnädigst bewilligten neuen Staats, feyerte	Turku	1812	NA	NA	1	2	potentially remove
51957	fennica	Elfgren, Ericus	Tal, hållit vid reformations högtiden 	Tal, hållit vid reformations högtiden i Åbo cathedral skola den 3 november 1817, af Erik Elfgren, phil. mag. och v. conrector	Turku	1818	NA	NA	1	1	
112106	kungliga	Elfgren, Eric	Tal, hållit vid reformations högtiden 	Tal, hållit vid reformations högtiden i Åbo cathedral skola den 3 november 1817, af Erik Elfgren ... Åbo, 1818. Trykct [!] hos Johan Christ. Frenckell & son	Turku	1818	NA	NA	1	2	potentially remove
51961	fennica	Aminoff, Johan Fredric	Tal af grefve Johan Fredric 	Tal af grefve Johan Fredric Aminoff, Kejserl. Universitetets i Åbo vice canceller, hållet vid den med academiska ungdomen den 26 october 1821 förrättade inscription	Turku	1821	NA	NA	1	1	
137941	kungliga	Aminoff, Johan Fredric	Tal af grefve Johan Fredric 	Tal af grefve Johan Fredric Aminoff ... hållet vid den med academiska ungdomen den 26 october 1821 förrättade inscription. Åbo, 1821. Tryckt hos J.C. Frenckell & son	Turku	1821	NA	NA	1	2	potentially remove
51971	fennica	Tengström, Johannes Magnus	Tal, i anledning af deras 	Tal, i anledning af deras kejserliga majestäters, Nicolai den förstes och Alexandra Feodorownas, högtidliga kröning, hållet på Kejserliga Academiens i Åbo vägnar den 3 october 1826, ag Johan Magnus Tengström, professor och inspector musei	Turku	1826	NA	NA	1	1	
112357	kungliga	Tengström, Johan Magnus Af	Tal, i anledning af deras 	Tal, i anledning af deras kejserliga majestäters, Nicolai den förstes och Alexandra Feodorownas, högtidliga kröning, hållet på kejserliga academiens i Åbo vägnar den 3 october 1826, af Johan Magnus af Tengström ... Åbo 1826, tryckt hos	Turku	1826	NA	NA	1	2	potentially remove
51979	fennica	NA	Consistorii academici minoris i Åbo 	Consistorii academici minoris i Åbo protocoller och utslag	Turku	1818	NA	NA	1	1	
112061	kungliga	NA	Consistorii academici minoris i Åbo 	Consistorii academici minoris i Åbo protocoller och utslag i ett derstädes handteradt mål, angående ett ifrån det academiska boktryckeriet bortkommit parti corpus fractur- siffror, hwilka å härwarande bibel-tryckeri blifwit wid uppläggandet	Turku	1818	NA	NA	1	2	potentially remove
51981	fennica	NA	Consistorii academici i Åbo protocoller 	Consistorii academici i Åbo protocoller och handlingar	Helsinki	1821	NA	NA	1	1	
112449	kungliga	NA	Consistorii academici i Åbo protocoller 	Consistorii academici i Åbo protocoller och handlingar angående en förehafd fråga, rörande den studerande ungdomens wid kejserl. universitetet derstädes förhållanden till den uti samma stad inrättade police-kammare. Helsingfors tryckte	Helsinki	1821	NA	NA	1	2	potentially remove
52002	fennica	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1807. Turun horizontin jälkeen, joka on 60 gr. 27 m. pojan [sic] puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia; ulosanettu [sic] hänen kuning:sen maj:tins armollisen asettamisen jälkeen hänen Tieto-academialdans	Strängnäs	1806	NA	NA	1	1	potentially remove
109857	kungliga	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1807. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia ulosanettu hänen	Strängnäs	1806	NA	NA	1	2	
52003	fennica	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen karkaus wuonna 1808. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia; ulosanettu [sic] hänen kuning:sen maj:tins armollisen asettamisen jälkeen hänen Tieto-academialdans	Strängnäs	1807	NA	NA	1	1	potentially remove
109862	kungliga	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen karkaus wuonna 1808. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia ulosanettu	Strängnäs	1807	NA	NA	1	2	
52004	fennica	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1809. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia ulosanettu [sic] hänen kuning:sen maj:tins armollisen asettamisen jälkeen hänen Tieto academialdans	Strängnäs	1808	NA	NA	1	1	potentially remove
109867	kungliga	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1809. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia ulosanettu hänen	Strängnäs	1808	NA	NA	1	2	
52011	fennica	Hartman, Gabriel Israel	Kunskapslära. Ett försök till framställning 	Kunskapslära. Ett försök till framställning af vettenskapen om kunskapens grunder, lynne och värde. Af Gabriel Israel Hartman m. docens i teoretiska filosofin vid Åbo K. Akad. Första bandet. Förberedelser och grundläggning	Turku	1807	NA	NA	1	1	
111813	kungliga	Hartman, Gabriel Israel	Kunskapslära. Ett försök till framställning 	Kunskapslära. Ett försök till framställning af vettenskapen om kunskapens grunder, lynne och värde. Af Gabriel Israel Hartman ... Åbo. Tryckt hos Johan Ch. [2:] Chr. Frenckell. =1-2. 1807-1808.=	Turku	1807	NA	NA	1	2	potentially remove
52036	fennica	Quirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun välillä ynnä jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi- Herran ehtollisen- ja kirkko-rukousten kanssa. Muinen ruotsixi käätty And. Pet. Amneliuxelda. Mutta nyt suomen seurakundain hyväxi heidän äiti-kieleensä käätty	Stockholm	1801	NA	NA	1	1	potentially remove
112124	kungliga	Qvirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun wälillä, ynnä jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi-herran ehtollisen- ja kirkko- rukousten kansa. Muinen	Stockholm	1801	NA	NA	1	2	
52060	fennica	Schoultz, N F Von	Berättelse om ryssarnes plundring i 	Berättelse om ryssarnes plundring i Wasa	Stockholm	1808	NA	NA	1	1	potentially remove
100030	kungliga	Schoultz, Nils Fredrik Von	Berättelse om ryssarnes plundring i 	Berättelse om ryssarnes plundring i Wasa och deras utöfwade barbariska grymheter i socknarne deromkring./(N.F. von Schoultz ...) Stockholm, tryckt hos directeuren Johan A. Carlbohm, 1808	Stockholm	1808	NA	NA	1	2	
52062	fennica	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopaeus, theol. doktor och dom-prost. Första häftet	Turku	1804	NA	NA	1	1	
112450	kungliga	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopæus ... Åbo. Tryckt i Frenckellska boktryckeriet. =1-5. 1804-17.=	Turku	1804	NA	NA	1	2	potentially remove
52063	fennica	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopaeus, theol. doktor och dom-prost. Andra häftet	Turku	1807	NA	NA	1	1	
52064	fennica	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopaeus, theol. doktor och dom-prost. Tredje häftet	Turku	1807	NA	NA	1	2	
112451	kungliga	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopæus ... Åbo. Tryckt i Frenckellska boktryckeriet. =1-5. 1804-17.=	Turku	1807	NA	NA	1	3	potentially remove
112452	kungliga	Alopaeus, Magnus Jacob	Borgå gymnasii historia, författad af 	Borgå gymnasii historia, författad af Magnus Jacob Alopæus ... Åbo. Tryckt i Frenckellska boktryckeriet. =1-5. 1804-17.=	Turku	1807	NA	NA	1	4	potentially remove
52066	fennica	Jakobs, Friedrich	Allvin och Theodor. Läsebok för 	Allvin och Theodor. Läsebok för barn. Från tyskan öfversatt af Joh. Henr. Avellan	Stockholm	1804	NA	NA	1	1	potentially remove
130889	kungliga	Jacobs, Friedrich	Allvin och Theodor. Läsebok för 	Allvin och Theodor. Läsebok för barn. Från tyskan öfversatt af Joh. Henr. Avellan. =Anon=. Stockholm, tryckt hos Henrik A. Nordström, 1804	Stockholm	1804	NA	NA	1	2	
52071	fennica	Tengström, Jacob	Läse-öfning för mina barn. Ny 	Läse-öfning för mina barn. Ny upplaga	Turku	1801	NA	NA	1	1	
130824	kungliga	Tengström, Jacob	Läse-öfning för mina barn. Ny 	Läse-öfning för mina barn. Ny uplaga. =Anon.= Åbo, 1801. Tryckt i Frenckellska boktryckeriet	Turku	1801	NA	NA	1	2	potentially remove
52085	fennica	Högström, Petrus Martini	Katekismus, katjalwasi ja wastatasi pakti, 	Katekismus, katjalwasi ja wastatasi pakti, same-tjåggolwasi puoren tet tjälgestum, kångalats direktionen kåttjomin ja kåstetemin	Härnösand	1805	NA	NA	1	1	potentially remove
116343	kungliga	Högström, Pehr	Katekismus, katjalwasi ja wastatasi pakti, 	Katekismus, katjalwasi ja wastatasi pakti, same-tjåggolwasi puoren tet tjälgestum, kångalats direktionen kåttjomin ja kåstetemin./(Pehr Högström.) Trukketum Hernösandesne 1805. [C.G. Nordin.	Härnösand	1805	NA	NA	1	2	
52112	fennica	NA	Läsning i tyska språket	Läsning i tyska språket	Turku	1809	NA	NA	1	1	
292191	kungliga	Rönnbäck, Anders Johan	Läsning i tyska språket	Läsning i tyska språket	Turku	1809	NA	NA	1	2	potentially remove
52116	fennica	NA	Förteckning på böcker och skrifter, 	Förteckning på böcker och skrifter, som finnas till köps hos magister Frenckell i Åbo	Örebro	1807	NA	NA	1	1	potentially remove
102415	kungliga	Lindh, Nils Magnus	Förteckning på böcker och skrifter, 	Förteckning på böcker och skrifter, som finnas till köps i Stockholm i alla boklådor. =(Rubr.)= (Örebro, tryckt hos Nils Magn. Lindh, 1807.	Örebro	1807	NA	NA	1	2	
102416	kungliga	Lindh, Nils Magnus	Förteckning på böcker och skrifter, 	Förteckning på böcker och skrifter, som finnas till köps på alla boklådor i Stockholm. =(Rubr.)= (Örebro, tryckt hos Nils Magnus Lindh, 1807.	Örebro	1807	NA	NA	1	3	
52153	fennica	Tolpo, Nicolaus Magnus	Åbo stifts matrikel	Åbo stifts matrikel	Turku	1807	NA	NA	1	1	
319276	kungliga	Tolpo, Nils M	Åbo stifts matrikel	Åbo stifts matrikel	Turku	1807	NA	NA	1	2	potentially remove
52159	fennica	Djurberg, Daniel	Beskrifning om Svearike, författad af 	Beskrifning om Svearike, författad af Daniel Djurberg, rector scholae, ledamot af Cosmogr. sällskapet i Upsala. Fjärde bandet, innefattande Finland	Stockholm	1808	NA	NA	1	1	potentially remove
69732	fennica	Djurberg, Daniel	Beskrifning om Svearike, författad af 	Beskrifning om Svearike, författad af Daniel Djurberg, rector scholae, ledamot af Cosmogr. sällskapet i Upsala	Stockholm	1808	NA	NA	1	2	potentially remove
112917	kungliga	Djurberg, Daniel	Beskrifning om Svearike, författad af 	Beskrifning om Svearike, författad af Daniel Djurberg ... =Stockholm. 1-4. 1806-1808=	Stockholm	1808	NA	NA	1	3	
112918	kungliga	Djurberg, Daniel	Beskrifning om Svearike, författad af 	Beskrifning om Svearike, författad af Daniel Djurberg ... =Stockholm. 1-4. 1806-1808=	Stockholm	1808	NA	NA	1	4	
112919	kungliga	Djurberg, Daniel	Beskrifning om Svearike, författad af 	Beskrifning om Svearike, författad af Daniel Djurberg ... =Stockholm. 1-4. 1806-1808=	Stockholm	1808	NA	NA	1	5	
52163	fennica	Schulte´n, Nathanael Gerhard Af	Om inloppet ifrån Östersjön till 	Om inloppet ifrån Östersjön till SöderTelje eller Egelsta wiken	Stockholm	1806	NA	NA	1	1	potentially remove
102341	kungliga	Schultén, Nathanael Gerhard Af	Om inloppet ifrån Östersjön till 	Om inloppet ifrån Östersjön till Södertelje eller Egelsta wiken. =(Rubr.)=/(Nath. Gerh. Schultén.) (Stockholm, tryckt hos Carl Delén, 1806.	Stockholm	1806	NA	NA	1	2	
53539	fennica	NA	Kongl. maj:ts och rikets Åbo 	Kongl. maj:ts och rikets Åbo hof-rätts i stor-furstendömet Finland, dom ... i målet emellan öfwer-directeuren Joseph Bremer, dess söner och mågar å ena och handlanden Johan Christopher Roos å andra sidan ... angående ägande rätten till twänne emellan ... här i staden belägna åker täppor ... den 22:dra martii 1808	Turku	1808	NA	NA	1	1	
141319	kungliga	NA	Kongl. maj:ts och rikets Åbo 	Kongl. maj:ts och rikets Åbo hof rätts i stor-furstendömet Finnland, dom, uti ett, ifrån rådstufwu rätten här i staden, genom wad till kongl. hof-rätten inkommet twistemål, emellan öfwer-directeuren ädle Joseph Bremer, desz söner .	Turku	1808	NA	NA	1	2	potentially remove
53545	fennica	Fieandt, Otto Carl Von	Om sättet att rita militäriske 	Om sättet att rita militäriske cartor	Turku	1804	NA	NA	1	1	
143430	kungliga	Fieandt, Otto Carl Von	Om sättet att rita militäriske 	Om sättet att rita militäriske cartor, och att med säkerhet urskilja föremålen, som i dem böra utsättas, af O.C. von Fieandt. Åbo, 1804. Tryckt hos J.C. Frenckell	Turku	1804	NA	NA	1	2	potentially remove
53546	fennica	Tavaststjerna, Carl Gustav	Föreläsningar i topografin	Föreläsningar i topografin	Stockholm	1807	NA	NA	1	1	potentially remove
315990	kungliga	Tavaststjerna, C Arl G Ustaf P:son	Föreläsningar i topografin	Föreläsningar i topografin	Stockholm	1807	NA	NA	1	2	
53548	fennica	Backman, Daniel Danielis	Predikningar på vår Frelsares födelses- 	Predikningar på vår Frelsares födelses- och dödsdagar, jemte ett tal till nattvards-ungdomen hållne uti Sveaborgs garnizons-kyrka af Daniel Backman	Turku	1807	NA	NA	1	1	
138242	kungliga	Backman, Daniel	Predikningar på vår Frelsares födelses- 	Predikningar på vår Frelsares födelses- och dödsdagar, jemte ett tal till nattvards-ungdomen, hållne uti Sveaborgs garnizons-kyrka af Daniel Backman. Åbo, 1807. Tryckte hos Joh. C. Frenckell	Turku	1807	NA	NA	1	2	potentially remove
53561	fennica	NA	Protocoll, hållit wid prestmötet i 	Protocoll, hållit wid prestmötet i Åbo	Turku	1807	NA	NA	1	1	
113235	kungliga	NA	Protocoll, hållit wid prestmötet i 	Protocoll, hållit wid prestmötet i Åbo den 16, 17, 18, 19 och 20 sept. 1807. Åbo 1807. Tryckt hos Johan C. Frenckell	Turku	1807	NA	NA	1	2	potentially remove
53565	fennica	Carpelan, Johan Fredric	Några grunder för jordbrukets och 	Några grunder för jordbrukets och hushållningens förbättrande uti Götheborgs- och Bohus-län, till allmogens underrättelse författade af Johan F. Carpelan, länets höfdinge. Utgifne år 1804	Gothenburg	1804	NA	NA	1	1	potentially remove
140615	kungliga	Carpelan, Johan Fredric	Några grunder för jordbrukets och 	Några grunder för jordbrukets och hushållningens förbättrande uti Götheborgs- och Bohus-län, till allmogens underrättelse författade af Johan F. Carpelan ... Utgifne år 1804. Götheborg, tryckte hos Samuel Norberg, 1804	Gothenburg	1804	NA	NA	1	2	
53566	fennica	Darelli, Isaak Af	Några tankar, wid herr Grewesmöhlens 	Några tankar, wid herr Grewesmöhlens swar	Turku	1805	NA	NA	1	1	
110940	kungliga	Darelli, Isak Af	Några tankar, wid herr Grewesmöhlens 	Några tankar, wid herr Grewesmöhlens swar, om förmånligaste sättet att anwända trädesjorden. Af Isaak af Darelli ... Åbo, 1805. Tryckte hos J.C. Frenckell	Turku	1805	NA	NA	1	2	potentially remove
53570	fennica	Schulte´n, Nathanael Gerhard Af	Logarithmiska taflor, och åtskilliga andra 	Logarithmiska taflor, och åtskilliga andra tabeller, som äro nyttiga uti astronomien, navigation och geographien, utgifne af Nathanae¨l Gerhard Schulte´n	Stockholm	1802	NA	NA	1	1	potentially remove
122378	kungliga	Schultén, Nathanael Gerhard Af	Logarithmiska taflor, och åtskilliga andra 	Logarithmiska taflor, och åtskilliga andra tabeller, som äro nyttiga uti astronomien, navigation och geographien, utgifne af Nathanae'l Gerhard Schultén. Stockholm, tryckt hos Carl F. Marquard, 1802	Stockholm	1802	NA	NA	1	2	
