publication_year	author	title	publisher
1827	Bruun, Fredrik Reinhold (1777-1842)	Tal vid Linköpings stifts bibel-sällskaps åttonde allmänna sammankomst den 11 maji 1827. Af Fredr. R. Bruun ... Linköping, 1827; Axel Petre	NA
1818	Bruun, Fredrik Reinhold (1777-1842)	Tal vid reformations-festens firande hållet på Linköpings kongl. gymnasii större läro-sal den 3 november 1817 af mag:r Fredr. Reinh. Bruun ... Linköping, 1818; Petre och Abrahamsson	NA
1824	Bruun, Malthe Conrad (1775-1826)	Försvar för yttrande-rätten och tankefriheten. Ett tal till menniskor af Malthe Conrad Bruun. Öfversättning af A.P. Ekborn. Linköping, 1824; Axel Petre	NA
1774	Busser, Johan Benedict (1729-1799)	Compendium philosophiæ moralis, in usum studiosæ juventutis conscriptum, a Johanne Busser ... Cum gratia et privilegio sacræ reg. majestatis Svec. Lincopiæ typis Björkegrenianis a. 1774. =(Pl. titelbl.)=	NA
1774	Busser, Johan Benedict (1729-1799)	Moralen eller sedoläran, till följe af högwördigsta präste-ståndets tillstyrckan, till studerande ungdomens tjänst, i kort sammandrag utgifwen af Johan Busser ... Med kongl. maj:ts allernådigste privilegium. Linköping, tryckt hos Biörckegrens	NA
1790	Busser, Johan Benedict (1729-1799)	Till fridens firande på Linköpings kongl. gymnasium d. 2. november, kl. 10. för middagen, bjudas och kallas invånare och främmande i staden och från landet af kongl. gymnasii rector, Johannes Busser ... Tryckt i Linköping 1790. [Fredrik Schonberg och Biörckegrens änka.	NA
1789	NA	Bön på nyårs-dagen 1784. =(Rubr.)= (Trykt i Linköping och desz boktryckerie år 1789. [Fredrik Schonberg och Björckegrens änka.] 	NA
1816	Caesar, Gajus Julius	C. Julii Caesaris De bello gallico commentarii, ad editionem secundam societatis Bipontinae collati. Lincopiae typis Petre et Abrahamsson. Anno MDCCCXVI	NA
1797	Calén, Daniel (1755-1825)	Et ogudaktigt wäsende uppå rättwisones säte; förestäldt uti en wälment tings-predikan, wid herr lagman Leonhard H. Rääfs domsäte uti Kisa, d. 5 oct. 1796. Utaf Daniel Calén ... Linköping, D.G. Björn, 1797	NA
1826	Carelius, Olaus Petri (1702-1758)	Höns-gummans och hennes dotter dotters wisor, sjungne i samma hönshus år 1822 jemte en annan wisa: Förnöjda lefnad du bör &c. =Anon.= Linköping, 1826; i Petreska boktryckeriet	NA
1793	Carelius, Olaus Petri (1702-1758)	Hönsgummans wisa, som hon söng för sig sjelf, medan kalasze war i herrgåln. Under sin egen behageliga melodie. =Anon.= Linköping, 1793. Å nyo uplagd, af G.W. Londicer och Björkegrens enka	NA
1793	Carlström, Jonas Fredric (1745-1826)	Skriftens lära den visaste under solen; bestyrkt i anledning af Joh. 5:39. uti en predikan vid allmänt prästmöte i Linköpings domkyrka d. 11 sept. 1793. Af J.F.C. Linköping, tryckt hos G.W. Londicer och Björckegrens enka	NA
1808	NA	Dionysii Catonis disticha de moribus ad filium. Lincopiæ, 1808, Groth & Petre	NA
1759	NA	Rättegångs-handlingar rörande ägo-twist och rättegångs- kostnader, emellan majoren och riddaren, wälborne herr Anders Boije, med des son lieutenanten wälborne herr Johan Gustaf Boije på Torneby å ena och Mehlstads samt Rimstads herrar	NA
1767	NA	Rättegång, emellan bruks-patronerne herrar Claes och Peter Altjn och håf-rätts auscultanten, herr Carl Daniel Burén samt bruks-patronen, herr Daniel Burén och desz fru ... Catharina Margareta Adlerklo, ömsom kärande och swarande, angående	NA
1769	Douglas, Johan Wilhelm (1718-1770)	Kort berättelse, uti then under riksens höglofliga ständers närmare skjärskådande och granskning, wid nu instundande riksdag, dragne sak, emellan öfwerjägmästaren, wälborne herr Cornelius Braun, å thesz broderssons Otto Magnus Brauns	NA
1769	Fabritius, Nils (1712-1784)	Kort berättelse om förloppet af den rättegång och twist, som upkommit emillan mig såsom boställs innehafware och Sven Svensson såsom brukare af hemmanet Konungsund ett och ett åttondels mantal, belägit i Östergjöthland, Björkekinds härad	NA
1769	Edman, Eric Gabriel	Berättelse utur handlingarna uti bördestwisten, angående kronorusthållet Axstad n:o 45. Scheninge compagnie och Östgötha regemente, emellan köparen förre post-inspectoren Carl Gustaf Kiernander och bördemannen förre stadsbetjenten, nu	NA
1770	NA	Östgjötha med Wadstena lähns samt Hällestad och Tjällmo lofl. tings-rätts protocoll och domar, uti en penninge-twist, emillan nämdemannen Johan Danielsson i Lillaholma, kjärande; samt Johan Månsson med desz hustru i Iskallebohl, swarande	NA
1770	NA	Kongl. maj:ts och riksens höglofl. Götha hof-rätts tillika med Göstrings lofl. härads-rätts utslager och handlingar, uti en intecknings-fråga, emellan lagmannen högädle herr Samuel Ugla och bruks-patronerne herrar Claës och Peter Altin	NA
1810	Kjellborg, Anders Johan (1753-1824)	Juridisk tableau öfverlemnad till den upplysta allmänhetens granskning och bedömmande. =(Rubr.)=/(A.J. Kjellborg.) (Linköping, 1810. Groth och Petre.	NA
1777	Falck, Carl Gustaf (NA-1792)	Stormägtigste allernådigste konung! =(Rubr.)=/(Carl Gustaf Falck. Af Isaac M. Sundvall.) (Linköping, tryckt hos Biörckegrens enka.	NA
1786	NA	Rättegångs handlingar uti saken, emellan Göstrings härad uti Östergöthland och herr bruks-patronen Carl Daniel Burén, angående underdånigst sökt delning af Göstrings härads- allmänning emellan bemäldte härad och Boxholmske egendomen	NA
1777	Falck, Carl Gustaf (NA-1792)	Berättelse uti saken emellan fendrichen Carl Gustaf Falck, å ena, samt handelsmannen och fabriqueuren Magnus Trybom, jämte vice häradshöfdingen Henric Samuel Barckenbom, å andra sidan, angående en fendrich Falcks fordran hos amiralitets	NA
1794	Fersen, Hedvig Catharina Von (1732-1800)	Fru riksrådinnan grefw. Fersens underdåniga deduction. *) Til kongl. maj:t. =(Rubr.)=/(H. Ch. Fersen född De La Gardie.) (Linköping, D.G. Björn.) 4:o 16 s	NA
1800	NA	Utdrag af protocollet wid Linköpings accis rätt, den 7 martii 1800. =(Rubr.)= (Linköping, i kongl. gymn. boktryckeriet. [D.G. Björn.] 	NA
1815	Månsson, Anders	Species facti. =(Rubr.)=/(Anders Månszon.) (Linköping, 1815. Petre och Abrahamszon.	NA
1820	NA	Den lagliga domen: eller Anmärkningar öfwer ett af Göstrings häradsrätt fäldt utslag; som, utan stöd af något åberopadt lagens rum, upphäfwer en konungens befallningshafwandes i Linköping laga kraftwunnen och sedan 90 år gällande resolution	NA
1820	Duberg, Anders Magnus (1774-1843)	Species facti uti testamentstvisten emellan undertecknad och brukspatron herr Adolf Burén, instämd till Aska härads hösteting 1817. =(Rubr.)=/(A M Duberg.) (Linköping, 1820; Petre och Abrahamsson.	NA
1820	NA	Utdrag af Linköpings rådstufvurätts protocoll för den 16 october 1820, innehållande ett af stadsfiscalen Möller mot revisionssecreteraren Wåhlin ingifvit anförande jemte dennes derå afgifne svar. Linköping, 1820; Petre och Abrahamsson	NA
1824	NA	Species facti, uti rättegången mellan lieutenanten N.F. Bergenstråhle och lieutenanten C.J. Tisell, såsom ombud för lantmäteri-directeuren Samuel Ljunggren, landtmäteri- directeuren Emanuel Ljunggren, enke-fru C.C. Tisell född Ljunggren	NA
1817	Pereswetoff Morath, Anders Wilhelm (1748-1817)	Species facti. Uti tryckfrihets-målet emellan hr förste expeditions-secreteraren och riddaren Carl M. Schoerbing, samt undertecknad lands- secreterare i Östergöthland med Wadstena län, lagman. =(Rubr.)=/(W. Pereswetoff Morath.) (Linköping	NA
1768	NA	Utdrag af domboken, hållen å rådhuset i Wadstena den 31. december 1766. =(Rubr.)= (Linköping, tryckt år 1768. [Björckegrens änka.] 	NA
1771	NA	Protocoller och handlingar, som utwisa huru wälloflige magistraten i Linköping, den 10 sistledne april, uphäfwit det den 5. förutgående förrättade och laga kraftwundne riksdagsmans-wal. Tryckte i Linköping, år 1771. [Biörckegrens änka.	NA
1795	NA	Stadga om riksdagsmanna val i Linköpings stift, förnyad och faststäld på allmänt prestmöte, jubel-året d. 12 septemb. 1793. Linköping, D.G. Björn, 1795	NA
1810	NA	Wälloflige borgare-ståndets protocoller wid riksdagen i Stockholm år 1809. [Del 3]. Tredje bandet	NA
1811	NA	Wälloflige borgare-ståndets protocoller wid riksdagen i Stockholm år 1809. [Del 4]. Tredje bandet. Sednare delen	NA
1798	Lindblom, Jacob Axelsson (1746-1819)	Då v. pastorn och comministern i Vikingstad församling, herr Johan Arelius jordfästes i Vikingstads kyrka, den 3 maji 1793. Af Jacob Ax. Lindblom ... Linköping, D.G. Björn. 1798	NA
1810	Wikblad, Anders (1770-1836)	Åminnelse-tal öfver k.h. hof-predikanten, prosten och kyrkoherden i Örtomta herr Nils Aurelius, vid dess jordfästning i Örtomta kyrka d. 13 april 1810, af Anders Wikblad ... Linköping, 1810. Groth och Petre	NA
1816	Ekwall, Christofer Retzius (1759-1828)	Tal vid prosten och kyrkoherden herr Joh. Cederholms jordfästning i Mjölby kyrka, den 5 maji 1816, af Christof. Retz. Ekwall. ... Linköping 1816, Petre och Abrahamsson	NA
1807	Schmiterlöw, Henning Christian (1754-1813)	Till minne af framlidne general-majoren, f.d. lands-höfdingen öfver Jönköpings län ... Eric Johan De la Grange, vid dess jordfästning i Eksjö kyrka, den 3 nov. 1807. Af H.C. Schmiterlöw ... Linköping, Groth och Petre, 1807	NA
1821	Meurling, Carl (1787-1873)	Parentation öfver medecinae doctorn mag:r Gideon Herman De Rogier, hållen vid prestmötet i Linköping 1820. Af C. Meurling. Linköping, 1821; Petre och Abrahamsson	NA
1820	Silverstolpe, Gustaf Abraham (1772-1824)	Åminnelse-tal öfver f.d. capitainen vid kongl. första lif-gardiet ... Aug. M.D. Dohna, hållit i Kaga kyrka, då den på svenska riddarhuset under n:o 65 introducerade Dohniska ättens sköldemärke krossades den 28 september 1820. Af G.A. Silverstolpe. Linköping, 1820; Petre och Abrahamsson	NA
1742	NA	Prästerskapets i Linköpings-sticht enhälleligen fattada beslut, angående thes herredags-mäns wal och vnderhåll, så wäl wid nu instundande riksdag, som ock framgent wid slika tilfällen, til förekommande af all widare klagan, oredo och	NA
1810	NA	Protocoller hållne hos högloflige ridderskapet och adeln wid riksdagen i Stockholm år 1809. [Del 6]. Femte bandet	NA
1809	NA	Minne af Christ. Eleon. Bergman. Vördnad och tacksamhet. Linköping, 1809. Groth och Petre	NA
1791	Lindblom, Jacob Axelsson (1746-1819)	Minne af prosten öfver Wifolka och Walkebo contract ... Peter Ekwall vid dess jordfästning, i Gammalkihls kyrka den 18 aug. 1791. Af Jac. Ax. Lindblom ... Linköping, tryckt hos Fr. Schonberg och Björkegrens enka 1791	NA
1810	Calén, Daniel (1755-1825)	Wid herr comminister Johan Enelii begrafning uppläst i Tjärstad kyrka den 26 nowember 1809. Af Daniel Calèn ... Linköping, 1810. Groth och Petre	NA
1810	Pereswetoff Morath, Anders Wilhelm (1748-1817)	Förslag till hushålls- rätters stiftande på landet så och om allmänna fängelse- inrättningars förbättring. Af W. Peresvetoff Morath. ... Linköping, 1810. Groth och Petre	NA
1821	NA	Potpourri af roman-läsning. Linköping; Petre och Abrahamsson. =1. 1821.=	NA
1811	Ewald, Johann Von (1744-1813)	Afhandling om lätta truppers tjenstgöring, utgifven af kongl. danska öfverste-lieutenanten von Evald ... Öfversatt af L. von Engelbrechten. Linköping, 1811. Groth och Petre	NA
1816	NA	Försök till en korrt afhandling i subalterne-tactiquen. Linköping 1816. Petre och Abrahamsson	NA
1815	Pereswetoff Morath, Anders Wilhelm (1748-1817)	En rust- och rothållares anförande till protocollet, vid de rustandes af kongl [.] lifgrenadier-regementet hörande, inför konungens befallningshafvande i Östergöthland om ändring och jemkning uti indelnings-werket	NA
1793	NA	Linköpings biblioteks handlingar	Linköpings stiftsbibliotek
1817	Curtius Rufus, Quintus	De rebus gestis Alexandri Magni, regis Macedonum	NA
1795	NA	Bref från Upsala til Benckt Eriksson rörande en predikan, som mäster Abr.Andr.Angermanus S. Mathaei dag hållit i Upsala emot Klåster Lasse 1579	NA
1816	Enelius, Anders N	Beskrifning öfver det gamla Jerusalem	NA
1823	Funck, Gustaf Johan Af	Underrättelse om sättet att tillverka pottaska	NA
1657	NA	A) ABCD .	NA
1677	NA	Almanach på thet åhret 1678...	NA
1646	Baazius, Johannes (1581-1649)	Apologia Joannis Baazii .	NA
1642	Baazius, Johannes (1581-1649)	Inventarium ecclesiæ Sveo-Gothorum continens integram historiam eccles. Svec. libris VIII descriptam, incipiendo a vetustate et religione hujus gentis in Scandia primò residentis ; quando & quâ occasione sit facta illius conversio ab ethnicismo ad Christianam fidem, & perducendo seriem hujus ecclesiæ ; per quamlibet illius fortunam, usq; ad præsentem annum Christi M DC. XL II. opus elaboratum. mandato et spec. privilegio s. r. m. Svec. studio Joannis Baazi senioris. Additur in fine geminus index operis	NA
1644	Baazius, Johannes (1581-1649)	Twenne christelige predikningar hålne vthi Jöneköpingz loffliga försambling: ... effter förnemliga åhörares, serdelis någras aff Göterijkes loffliga hoffrät begäran,	NA
1663	Becker, Eberhard (1600-NA)	Allmanach på thet skottåhret ... 1664	NA
1674	Beronius, Johannes (1638-1681)	Rebecca en ny och andeligh comoedia. Tagen aff den första Mosis bookz 24 capitel, först skrifwin på latin aff Nicodemo Frischlino, och nu verterad kortare sammandragen, och på swenska rijm vthsatt aff Jahanne Beronio ... Hwilken bleff agerat i Söderkiöpingh den 25 septembris, åhr 1674 .	NA
1673	Melissander, Caspar (1540-1591)	Doct. Casp. Melissandri ... declaratio öfwer den andeliga christen spegelen hwar vthinnan den christelige lärans summa ... är författad ... igenom en wälbegrundat triangel ...	NA
1656	Blebelius, Thomas (1539-1596)	M. Thomæ Blebelij, De sphæra, seu primi mobilis rudimentis libellus	NA
1642	Botvidi, Claudius (1573-1646)	Historia vitae Christi	NA
1648	Brask, Samuel Petri (1613-1668)	Acta et martyria apostolorum. Thet är, een tragico-comoedia om apostlarnas gärningar och jämmerlige marteringar,	NA
1645	Brask, Samuel Petri (1613-1668)	Filius prodigus, seu imperitus peregrinans. Thet är een comoedia om then förlorade sonen, eller een oförfaren wandringzman. Stält aff Samuele P. Brasck ... Och hållen i Linköpingz Pedersmässo marknadh XXIX junij. 1645	NA
1650	Brask, Samuel Petri (1613-1668)	Mars Germanicus victus. Thet är comaedia om thet wälendade tydske kriget. Stält aff Samuele P. Brasck ... Och hållen i Linköping den 29. Julij 1649	NA
1653	NA	En christeligh bönebook, uthi hwilken äro författade I. Allmänelige böner ..., II. Synnerliga böner .	NA
1681	NA	Tigh lefwande alzmechtige och ewige Gvdh .	NA
1697	NA	Allmännelig böön, effter predijkan och bööne-stunder at brukas i församblingarne	NA
1691	NA	Allmän tacksäyelse, öfwer de keyserliges, den 19/9 Augusti åhr 1691 uti Ungern emillan Peter-Waradein och Salankemen erhållne märckelige seger emot arf-fienden turcken	NA
1679	NA	Tacksejelses-böön för then hugneliga och högtåstundade slutne fridh medh wåra fiender och theras allierade, hwilken ... 12 Decemb: 1679. läsin warder	NA
1692	NA	Tacksäyelse-skrifft ofwer den nampnkunnige och faste stadens, Store Waradins, eröfring uti Ungern	NA
1676	NA	Capita christianæ religionis	NA
1693	Cato, Marcus Porcius	Disticha moralia, sive Cato	NA
1683	NA	Disticha Catonis selectiora	NA
1644	Chemnitz, Martin (1522-1586)	Wårs herres och frelsares Jesu Christi passio eller pijnos historia, såsom hon aff the fyra ewangelisterne eenhelleliga beskrifwin är. Aff ... Martini Chemnitii ... predikningar sammandragen, medh någhra föregångande historier tillökad, och i punctewijs på tydsko författad aff ... Melchior Nykyrk ... Och nu Gudi til ähro och fäderneslandena til tienst, förswenskad aff Arvido Olai .	NA
1682	Chytraeus, Nathan (1543-1598)	Grammatica latina. .	NA
1678	Tullius, Cicero	Selectarum epistolarum ex M. T. Ciceronis familiaribus volumen primum, autore Melchiore Junio Witebergensi .	NA
1654	Tullius, Cicero	Oratio Ciceronis pro rege Deiotaro, ad C. Cæsarem	NA
1662	Tullius, Cicero	M. T. Ciceronis pro A. Licinio Archia poeta et M. Marcello Orationes. Pro juventute scholastica in inclyto regno Sveciæ	NA
1677	Tullius, Cicero	M. Tul. Ciceronis pro P. Qvinctio, Oratio I	NA
1668	Clénard, Nicolas (1495-1542)	Institutiones absolutissimæ in graecam linguam	NA
1651	Clüver, Philipp (1580-1622)	Philippi Cluverii introductionis in universam geographiam, tam vetererm quàm novam, libri VI. In usum scholarum regni Sveciæ, jussu & mandato Sacræ Regiæ Majestatis editi	NA
1672	Comenius, Johann Amos (1592-1670)	Januæ linguarum reservatæ [!] aureæ vestibulum. Quo primus ad latinam aditus tirunculis paratur. Editum. Â Johan-Amoso Comenio. Addita versione svetica & germanicâ	NA
1668	Crantzberg, Johann August Von (1600-NA)	Almanach på thet åhr ... 1669	NA
1664	Dalinus, Samuel Danielis (1674-NA)	Almanach, på åhret effter Christi födelse 1665 .	NA
1673	Dalinus, Samuel Danielis (1674-NA)	Almanach, på åhret effter Christi födelse 1674 .	NA
1669	NA	Quærela sive dialogus animæ & corporis damnati. Quem ajunt div: Bernhardum ex nocturnâ visione composuisse. Ex vetusto codice descripta. = Thet är: Ett klagemål eller samptaal emellan en fördömd siäl och kropp ... Aff gambla skriffter vthdraget: men nu rijmwijs på swenska affsatt .	NA
1667	Donatus, Aelius (300-NA)	Donatus, sev grammaticæ Latinæ rudimenta	NA
1646	Eichstaedt, Lorenz (1596-1660)	Calendarium eller Almanach, på thet åhr ... M.D.C.XLVII	NA
1651	Eichstaedt, Lorenz (1596-1660)	Calendarium eller Almanach, på thet åhr ... M DC LII	NA
1652	Eichstaedt, Lorenz (1596-1660)	Calendarium eller Almanach, på thet åhr ... M DC LIII	NA
1640	Enander, Samuel Nicolai (1607-1670)	Epitome præceptorum dialectiae ex Institutionibus logicis Cunradi Dieterici excerpta	NA
1653	Enander, Samuel Nicolai (1607-1670)	Epitome præceptorum dialectiae ex Institutionibus logicis Cunradi Dieterici excerpta	NA
1663	Enander, Samuel Nicolai (1607-1670)	Epitome præceptorum dialecticae ex Institutionibus logicis Cunradi Dieterici excerpta	NA
1647	Enander, Samuel Nicolai (1607-1670)	Epitome præceptorum rhetoricæ ex Institutionibus Cunradi Dieterici desumpta, et in gratiam juniorum, ingenti illa variorum exemplorum mole liberata ac edita	NA
1653	NA	Ewangelia och epistler, .	NA
1656	Freund, Marcus (1600-NA)	Hufwud-Allmanach och Practika, på thet ahr ... 1657	NA
1658	Friederich, Mattheus (1600-NA)	Swalg- och dryckenskaps-diefwul	NA
1657	Fuhrmann, Stephan (1616-1683)	Almanach, på thet åhret 1658	NA
1659	Fuhrmann, Stephan (1616-1683)	Een nyttigh Åhrs-Book eller Allmanach, ... 1660	NA
1664	Fuhrmann, Stephan (1616-1683)	Almanach 1665	NA
1666	Fuhrmann, Stephan (1616-1683)	Almanach 1667	NA
1668	Fuhrmann, Stephan (1616-1683)	Almanach 1669	NA
1669	Fuhrmann, Stephan (1616-1683)	Almanach på thet åhret ... 1670. Medh flijt stält aff M. Stephano Fuhrman	NA
1670	Fuhrmann, Stephan (1616-1683)	Almanach, på thet åhret ... 1671. Medh flijt stält aff M. Stephano Fuhrmann	NA
1680	Fuhrmann, Stephan (1616-1683)	Almanach 1681	NA
1681	Fuhrmann, Stephan (1616-1683)	Almanach 1682	NA
1699	Galdenblad, Johan (1736-NA)	Lectio spiritualis sev Vitæ sanctorum Sveciæ patronorum	NA
1642	Gerhard, Johann (1582-1637)	Een skiön pingesdagz lilia	NA
1646	Gerhard, Johann (1582-1637)	Twenne härlige predikningar om Christi och hans församlingz andelige echtenskap	NA
1647	Gerhard, Johann (1582-1637)	Tiugo fyra christelige lijkpredikningar	NA
1690	Nazianzos, Gregorios	Gnomai Gregoriou diotichoi	NA
1665	Grubbe, Christofer Larsson (1593-1681)	Penu proverbiale dhet är: ett ymnigt förrådh aff allehanda gambla och nya swenska ordseeder och lährespråk	NA
1675	Grubbe, Christofer Larsson (1593-1681)	Prænomina Sveogothicha. Dhet är en sambling och vpsatt aff allehanda och här til kun̄ige döpenampn, som en run tijd hafwa warit, och ännu kun̄e wara i Swerges rijke och des vnderliggiāde provincier brukelige, med deras förmente grund och vthsprung sam̄anhemptade och effter alphabetet i ordningh stälte aff Chr: L. Grubb	Daniel Kempe
1671	Grubbe, Christofer Larsson (1593-1681)	En lijten ållderdoms tröst- och böne-wijsa, medh skrifftenes witnesbördh ad marginem .	NA
1642	Gudmundi, Petrus (1672-NA)	Speculum subditorum, alla undersåters skådespegel innelycht, vthi en kort christelig predikan, om alla vndersåters embete	NA
1690	Gyldenstolpe, Michael Olai Wexionius (1609-1670)	Michaelis O. Wexionii Libellus de regibus sveo gothicis	NA
1643	Herlitz, David (1557-1636)	Calendarium eller Almanach på thet åhr effter Christi börd, M.DC.XLIIII	NA
1690	Hesiodos,  (700-700)	Gnomai retai ek tou Hesiodou biblion peri ergon kai hemeron	NA
1670	Himselius, Gebhardus (1676-NA)	Almanach på thet åhret ... MDCLXXI.	NA
1679	Hiärne, Urban (1641-1724)	Een kort berättelse om the nys vpfundne suurbrunnar wid Medewij vthi Östergöthland ...	NA
1695	NA	Jndiculus geographicus ex Ortelio, Sabellico, Merliano, Lipsio, Nicodio, Ferrario, Merbizio, Cellario, Schævio etc. concinnatus, & pro gymnas	NA
1691	Krook, Samuel (1661-1716)	Allmanach på dät år ... 1692.	NA
1693	Krook, Samuel (1661-1716)	Almanach på det året ... 1694	NA
1689	NA	Gyllende kyrkio-skatt eller handbook af några och tiugu böckers eller styckers innehåld, som på andra sidan äro anteknadeé Effter mångens höga åstundan och begäran med groof styyl uplagd	NA
1653	NA	Een lijten kyrckie-ordning, vthi hwilken korteligen affsatt är, huru gudztiänsten hoos osz medh christelige ceremonier förrättat och hållen blifver	NA
1661	Landelius, Petrus T	Then högt vplyste Salige Gudzmannens Doct. Martini Lutheri lefwerne	NA
1652	Laurbecchius, Petrus Laurentii (1628-1705)	Simon Magus thet är En kort och förskräckeligh tragoedia, om thenne öfwerb.te Simonis grufwelige affgång och hädanfärdh; tå han föregifwandes sigh skola fara vp i himmelen, igenom itt hisligit fall sigh i stycker sönderslogh. Eeenfaldeligen stält och componerat aff Petro Laurbecchio gymn. Linc. alumn	NA
1673	Laurelius, Olof (1585-1670)	Articulorum fidei	NA
1677	Laurelius, Olof (1585-1670)	Articulorum fidei	NA
1678	Laurelius, Olof (1585-1670)	Articulorum fidei	NA
1647	Laurinus, Laurentius Laurentii (1573-1655)	En kort Sweriges chrönica, ifrå Magog Iaphetz sons och Noachz sonne sons tijd, alt in til ... fröken Christines wår allernådigste drotningz regemente. Ther uthi man någorlunda kan beskåda wårt kära fäderneslandz tillstånd uthi the förra tijder, och thenna wår tijd. Them besynnerligen till nytta och tiänst som lust haffwa till historier och Sweriges handlingar giärna weta wilka, at the och her aff få orsaak wijdare i chrönicor her om at läsa. Sammandragen aff Laurentio Laurino .	NA
1642	Laurinus, Laurentius Laurentii (1573-1655)	Epigramma in structuram novi templi, quod ... dominus Johannes Casimirus, . .. in Gothorum maritimis ad arcem Rönöö nuper ab ejus celsitudine ædificatam, ... proprijs sumptibus extrui curavit annis r. o. 1641. & 1642. . ..	NA
1647	Laurinus, Laurentius Laurentii (1573-1655)	Epigramma in structuram novi templi, quod ... dominus Johannes Casimirus, . .. in Gothorum maritimis ad arcem Rönöö nuper ab ejus celsitudine ædificatam, ... proprijs sumptibus extrui curavit annis r. o. 1641. & 1642	NA
1647	Laurinus, Laurentius Laurentii (1573-1655)	Symbola heroum et heroidum atque aliorum quorundam, rhytmis Germanicis & Sveticis explicata & commentariolis amplificata, à Laurentio Laurino .	NA
1644	Luther, Martin (1483-1546)	Parvus catechismus pro pueris in schola auctus, et explicatus	NA
1644	Magni, Andreas (1659-NA)	En christeligh vnderwijsning om nyåhrs-gåfwor, igenom hwad tillfälle the äre först begynte	NA
1666	Mejer, Johannes (1606-1674)	Allmanach, på thet åhret ... 1667.	NA
1667	Mejer, Johannes (1606-1674)	Allmanach, på thet åhret ... 1668	NA
1673	Mejer, Johannes (1606-1674)	Allmanach, på thet åhret ... 1674	NA
1675	Mejer, Johannes (1606-1674)	Almanach, på thet skott åhret ... 1676	NA
1676	Mejer, Johannes (1606-1674)	Allmanach, på thet åhret ... 1677	NA
1688	Melijn, Johan Hemmingson (1600-NA)	Gudelige juhle- och nyåhrs-tanckar, öfwer ... Jesu Christi hugneliga tillkommelse i kiöttet, .	NA
1690	Mellring, Gustaf (1656-1718)	Gustavo Mellrings andelige vhr- eller segerwärk, för högtbedröfwade hiertan, sampt gudelige böner .	NA
1688	Meyer, Joachim (1600-NA)	Vthrächnader Allmanach på thet åhret ... 1689	NA
1690	Meyer, Joachim (1600-NA)	Allmanach och Prognosticon ... 1691	NA
1671	Meyer, Johannes (1600-NA)	Almanach, på thet skotåhret ... 1672	NA
1672	Meyer, Johannes (1600-NA)	Almanach, på thet åhret ... 1673	NA
1655	Moltichius, Stephanus (1654-NA)	Almanach på thet skåttåhret ... 1656	NA
1641	Månsson Magni, Arvid	Een mykit nyttigt örta book, om the herlige örter som vthi ... wårt kära fäderneslandh Swerige, åhrligen wäxa: såsom och, om någhra vthländska örter, huruledes som the emoot mångha bådhe inwertes och vthwertes krankheeter och siukdommar brukas skola. ...	NA
1650	Månsson, Arvid (1590-1649)	Een mykit nyttigh örta book, om the herlige örter som vthi thet höghberömda konunga rijket, wårt kära fädernesland Swerige, åhrligen växa: såsom ock, om någhra vthländska örter, huruledes som the emoot många både inwertes och vthwertes krankheeter och siukdommar brukas skola...	NA
1642	Månsson, Arvid (1590-1649)	Practica, eller een liten doch nyttigh vnderwijsning om åderlåtande, ...	NA
1649	NA	Oda eucharistica, til Gudh alzmächtigh en loff och ähresång	NA
1655	Scheningensis, Arvidus (1609-1663)	Donatus seu grammaticæ latinæ rudimenta. In usum scholæ Lincopensis. ...	NA
1668	Scheningensis, Arvidus (1609-1663)	Donatus seu grammaticæ latinæ rudimenta. In usum scholæ Lincopensis. ...	NA
1673	Scheningensis, Arvidus (1609-1663)	Donatus seu grammaticæ latinæ rudimenta. In usum scholæ Lincopensis. ...	NA
1678	Scheningensis, Arvidus (1609-1663)	Donatus seu grammaticæ latinæ rudimenta. In usum scholæ Lincopensis. ...	NA
1684	Scheningensis, Arvidus (1609-1663)	Donatus seu grammaticæ latinæ rudimenta. In usum scholæ Lincopensis. ...	NA
1646	Scheningensis, Arvidus (1609-1663)	En christeligh predikan om änglarna .	NA
1650	Scheningensis, Arvidus (1609-1663)	Then aldrahögste skyddz- och feldtherren Herranom Gudi til .. . loff ... Then högha segerfurstinnan drotning Christina Augusta alles wår nådigste drottning til odödeligit beröm, .	NA
1650	Scheningensis, Arvidus (1609-1663)	En christeligh predikan om thet gamble åhretz gode beslut och thet nye åhretz rätte ingång och begynnelse, ... på söndagen näst effter jwledagen	NA
1683	Olai, Nicolaus (1657-1600)	Ethica puerorum. Seu: Præcepta de civilitate morum puerilium. Erasmi Roterodami in succinctas quaestiones digesta	NA
1641	Petrarca, Francesco (1304-1374)	Francisci Petrarchæ Speculum morale, thet är: En kort skådespegel, som lärer huru en menniskia i thenne werlden sigh förhålla skal, at hon sigh aff medgång icke förhäfwer, och i mootgång icke öfwergifwer: vthan måtteligheeten achtar, anden betäncker, och sitt hopp til Gudh setter. Vngdommenom til nytta, och eliest rättsinnigom christnom til betrachtelse. Förswenskad och i rijm affsatt aff Arvido Olai .	NA
1652	Petrejus, Johannes (1600-NA)	Oratiuncula de constantia	NA
1640	Gothus, Jonas (1587-1644)	Dictionarium latino-sveco-germanicum ex variis probatorum authorum lexicis, olim sub scholastico munere excerptum, & secundum ordinem alphabeticum digestum; ...	NA
