"publication_place","country","longitude","latitude","chosen_id"
"Falun","Sweden",15.656063817,60.602736713,"<http://www.wikidata.org/entity/Q26509>"
"Gothenburg","Sweden",11.9666666666667,57.7,"<http://dbpedia.org/resource/Gothenburg>"
"Haaparanta","Sweden",24.117032965,65.834178177,"<http://www.wikidata.org/entity/Q588976>"
"Härnösand","Sweden",17.9167,62.6167,"<http://vocab.getty.edu/tgn/7009821>"
"Helsingborg","Sweden",12.7166666666667,56.05,"<http://dbpedia.org/resource/Helsingborg>"
"Jönköping","Sweden",14.1667,57.75,"<http://vocab.getty.edu/tgn/7009825>"
"Karlskrona","Sweden",15.5833,56.1667,"<http://vocab.getty.edu/tgn/1063208>"
"Karlstad","Sweden",13.509980287,59.387470608,"<http://www.wikidata.org/entity/Q25457>"
"Köping","Sweden",16,59.5167,"<http://vocab.getty.edu/tgn/7009829>"
"Landskrona","Sweden",12.8333333333333,55.8666666666667,"<http://dbpedia.org/resource/Landskrona>"
"Linköping","Sweden",15.6167,58.4167,"<http://vocab.getty.edu/tgn/7009951>"
"Ljungsbro","Sweden",15.5027777777778,58.5083333333333,"<http://dbpedia.org/resource/Ljungsbro>"
"Luleå","Sweden",22.1667,65.5667,"<http://vocab.getty.edu/tgn/7009836>"
"Lund","Sweden",13.2,55.7,"<http://dbpedia.org/resource/Lund>"
"Malmö","Sweden",13,55.5833,"<http://vocab.getty.edu/tgn/7009839>"
"Nora","Sweden",15.0333,59.5167,"<http://vocab.getty.edu/tgn/1063419>"
"Norrköping","Sweden",16.1667,58.5833,"<http://vocab.getty.edu/tgn/7009845>"
"Nyköping","Sweden",17,58.75,"<http://vocab.getty.edu/tgn/1063438>"
"Örebro","Sweden",15.0833,59.3,"<http://vocab.getty.edu/tgn/1062693>"
"Strängnäs","Sweden",17.0333,59.3833,"<http://vocab.getty.edu/tgn/7009862>"
"Sundsvall","Sweden",17.3166666666667,62.4,"<http://dbpedia.org/resource/Sundsvall>"
"Uppsala","Sweden",17.6447222222222,59.8580555555556,"<http://dbpedia.org/resource/Uppsala>"
"Västerås","Sweden",16.55,59.6167,"<http://vocab.getty.edu/tgn/7009872>"
"Bern","Switzerland",7.44743,46.94798,"<http://www.wikidata.org/entity/Q70>"
"Odessa","Ukraine",30.7434444444444,46.4857222222222,"<http://dbpedia.org/resource/Odessa>"
"Ashtabula Oh","USA",-80.7833,41.85,"<http://vocab.getty.edu/tgn/2078271>"
"Astoria Or","USA",-123.8167,46.1833,"<http://vocab.getty.edu/tgn/7013328>"
"Bridgeport Ct","USA",-73.2,41.1667,"<http://vocab.getty.edu/tgn/7013453>"
"Chicago IL","USA",-87.65,41.85,"<http://vocab.getty.edu/tgn/7013596>"
"Cincinnati Oh","USA",-84.45,39.15,"<http://vocab.getty.edu/tgn/7013604>"
"Cleveland Oh","USA",-81.6833,41.4833,"<http://vocab.getty.edu/tgn/7013608>"
"Duluth MN","USA",-92.1,46.7833,"<http://vocab.getty.edu/tgn/7013622>"
"Grand Rapids Mi","USA",-85.6667,42.95,"<http://vocab.getty.edu/tgn/7014126>"
"Ironwood Mi","USA",-90.1667,46.45,"<http://vocab.getty.edu/tgn/2052273>"
"Ishpeming Mi","USA",-87.6667,46.4833,"<http://vocab.getty.edu/tgn/2052281>"
"Milwaukee Wi","USA",-87.95,43.05,"<http://www.wikidata.org/entity/http://www.wikidata.org/entity/Q37836>"
"Minneapolis Mn","USA",-93.25,44.9667,"<http://vocab.getty.edu/tgn/7014080>"
"Portland Or","USA",-122.6667,45.5167,"<http://vocab.getty.edu/tgn/7014273>"
"Quincy Ma","USA",-71,42.25,"<http://vocab.getty.edu/tgn/7014307>"
"Rock Island IL","USA",-90.5667,41.5,"<http://vocab.getty.edu/tgn/7014353>"
"Seattle WA","USA",-122.3167,47.6,"<http://vocab.getty.edu/tgn/7014494>"
"Superior Wi","USA",-92.1,46.7167,"<http://vocab.getty.edu/tgn/7014722>"
"Sydney","Australia",151.205475,-33.861481,"<http://vocab.getty.edu/tgn/7001923>"
"Wien","Austria",16.373064,48.20833,"<http://www.wikidata.org/entity/Q1741>"
"Banff","Canada",-115.571944444444,51.1780555555556,"<http://dbpedia.org/resource/Banff,_Alberta>"
"Beloeil","Canada",-73.2,45.5667,"<http://vocab.getty.edu/tgn/1015308>"
"Cranbrook","Canada",-115.766666666667,49.5097222222222,"<http://dbpedia.org/resource/Cranbrook,_British_Columbia>"
"Fredericton","Canada",-66.666666666,45.95,"<http://www.wikidata.org/entity/Q2138>"
"Toronto","Canada",-79.4,43.7,"<http://dbpedia.org/resource/Toronto>"
"Alcester","England",-1.866667,52.216667,"<http://vocab.getty.edu/tgn/7010960>"
"Alston","England",-2.433333,54.8,"<http://vocab.getty.edu/tgn/1028295>"
"Ambleside","England",-2.966667,54.416667,"<http://vocab.getty.edu/tgn/7010279>"
"Ashburton","England",-3.75,50.516667,"<http://vocab.getty.edu/tgn/1028332>"
"Ashby-de-la-Zouch","England",-1.466667,52.75,"<http://vocab.getty.edu/tgn/1028333>"
"Atherstone","England",-1.55,52.566667,"<http://vocab.getty.edu/tgn/1028357>"
"Axminster","England",-2.983333,50.783333,"<http://vocab.getty.edu/tgn/1028370>"
"Bakewell","England",-1.666667,53.2,"<http://vocab.getty.edu/tgn/7010689>"
"Bampton","England",-1.533333,51.716667,"<http://vocab.getty.edu/tgn/1136663>"
"Barnard Castle","England",-1.916667,54.533333,"<http://vocab.getty.edu/tgn/7010032>"
"Barnsley","England",-1.483333,53.55,"<http://vocab.getty.edu/tgn/7010695>"
"Barnstaple","England",-4.05,51.083333,"<http://vocab.getty.edu/tgn/7011309>"
"Basingstoke","England",-1.083333,51.266667,"<http://vocab.getty.edu/tgn/7011399>"
"Berkhamsted","England",-0.5833,51.7667,"<http://vocab.getty.edu/tgn/1028466>"
"Beverley","England",-0.416667,53.833333,"<http://vocab.getty.edu/tgn/7010350>"
"Bideford","England",-4.216667,51.016667,"<http://vocab.getty.edu/tgn/1028481>"
"Bishopstone","England",-1.633333,51.533333,"<http://vocab.getty.edu/tgn/7466765>"
"Bocking","England",0.55,51.9,"<http://vocab.getty.edu/tgn/7026105>"
"Brackley","England",-1.15,52.033333,"<http://vocab.getty.edu/tgn/1028587>"
"Bridgnorth","England",-2.4195,52.535,"<http://www.wikidata.org/entity/Q914000>"
"Bridlington","England",-0.208056,54.095,"<http://vocab.getty.edu/tgn/7010351>"
"Bridport","England",-2.7584,50.7336,"<http://dbpedia.org/resource/Bridport>"
"Brigg","England",-0.483333,53.55,"<http://vocab.getty.edu/tgn/1028626>"
"Bromley","England",0.021,51.407,"<http://dbpedia.org/resource/Bromley>"
"Bungay","England",1.45,52.45,"<http://vocab.getty.edu/tgn/1028689>"
"Burnley","England",-2.233333,53.8,"<http://vocab.getty.edu/tgn/7010428>"
"Burton","England",-0.683333,53.65,"<http://vocab.getty.edu/tgn/1028712>"
"Cardiff","Wales",-3.2,51.5,"<http://vocab.getty.edu/tgn/7008742>"
"Caerfyrddin","Wales",-4.311667,51.859167,"<http://vocab.getty.edu/tgn/7008838>"
"Caerleon","Wales",-2.958889,51.613333,"<http://vocab.getty.edu/tgn/7017244>"
"Caernarfon","Wales",-4.266667,53.15,"<http://vocab.getty.edu/tgn/7008824>"
"Calne","England",-2.004167,51.438611,"<http://vocab.getty.edu/tgn/7011219>"
"Chatham","England",0.516667,51.383333,"<http://vocab.getty.edu/tgn/7011586>"
"Chertsey","England",-0.5,51.383333,"<http://vocab.getty.edu/tgn/7011730>"
"Chesham","England",-0.6,51.7,"<http://vocab.getty.edu/tgn/1028814>"
"Chippenham","England",-2.124722,51.46,"<http://vocab.getty.edu/tgn/7011220>"
"Clifton","England",-2.6333,51.4667,"<http://vocab.getty.edu/tgn/7026595>"
"Coxheath","England",0.4833,51.2333,"<http://vocab.getty.edu/tgn/1028957>"
"Dartmouth","England",-3.583333,50.35,"<http://vocab.getty.edu/tgn/7011320>"
"Daventry","England",-1.16,52.26,"<http://www.wikidata.org/entity/Q641756>"
"Deal","England",1.4,51.216667,"<http://vocab.getty.edu/tgn/7011962>"
"Devonport","England",-4.183333,50.366667,"<http://vocab.getty.edu/tgn/7011326>"
"Dewsbury","England",-1.616667,53.7,"<http://vocab.getty.edu/tgn/1029049>"
"Dorking","England",-0.3318,51.234,"<http://www.wikidata.org/entity/Q540333>"
"Dover","England",1.3,51.133333,"<http://vocab.getty.edu/tgn/7011554>"
"Dunstable","England",-0.516667,51.883333,"<http://vocab.getty.edu/tgn/7011908>"
"East Grinstead","England",-0.007,51.129,"<http://www.wikidata.org/entity/Q1277887>"
"Epsom","England",-0.266667,51.316667,"<http://vocab.getty.edu/tgn/7011734>"
"Essex","England",0.55,51.5833,"<http://vocab.getty.edu/tgn/7008131>"
"Faringdon","England",-0.983333,51.1,"<http://vocab.getty.edu/tgn/7026849>"
"Farnham","England",0.1434,51.9022,"<http://www.wikidata.org/entity/Q2197432>"
"Fawsley","England",-1.166667,52.2,"<http://vocab.getty.edu/tgn/7450819>"
"Featherstone","England",-1.37,53.7,"<http://dbpedia.org/resource/Featherstone>"
"Fersfield","England",1.033333,52.4,"<http://vocab.getty.edu/tgn/4003891>"
"Fleet","England",0.066667,52.783333,"<http://vocab.getty.edu/tgn/7027865>"
"Frome","England",-2.5,52.133333,"<http://vocab.getty.edu/tgn/1028508>"
"Gillingham","England",0.566667,51.4,"<http://vocab.getty.edu/tgn/7012141>"
"Grantham","England",-0.633333,52.9,"<http://vocab.getty.edu/tgn/7010741>"
"Gravesend","England",0.366667,51.433333,"<http://vocab.getty.edu/tgn/7011614>"
"Great Marlow","England",-0.766667,51.566667,"<http://vocab.getty.edu/tgn/1029984>"
"Greenfield","England",-2.016667,53.533333,"<http://vocab.getty.edu/tgn/1029396>"
"Halesworth","England",1.5,52.35,"<http://vocab.getty.edu/tgn/1029426>"
"Harborough","England",-1.3,52.4,"<http://vocab.getty.edu/tgn/7449342>"
"Harlow","England",0.166667,51.783333,"<http://vocab.getty.edu/tgn/7011849>"
"Hastings","England",0.5728745,50.8563015,"<http://dbpedia.org/resource/Hastings>"
"Hatfield","England",-2.616667,52.233333,"<http://vocab.getty.edu/tgn/7027050>"
"Helston","England",-5.272222,50.099722,"<http://vocab.getty.edu/tgn/1029516>"
"Hemel Hempstead","England",-0.466667,51.75,"<http://vocab.getty.edu/tgn/7011875>"
"Hexham","England",-2.1,54.966667,"<http://vocab.getty.edu/tgn/7010009>"
"High Wycombe","England",-0.766667,51.633333,"<http://vocab.getty.edu/tgn/7011900>"
"Hinckley","England",-1.366667,52.533333,"<http://vocab.getty.edu/tgn/1029568>"
"Hitchin","England",-0.283,51.947,"<http://www.wikidata.org/entity/Q19798>"
"Horsham","England",1.283333,52.683333,"<http://vocab.getty.edu/tgn/7028476>"
"Howden","England",-0.866667,53.733333,"<http://vocab.getty.edu/tgn/7010363>"
"Kenilworth","England",-1.583333,52.35,"<http://vocab.getty.edu/tgn/7010961>"
"Keswick","England",-3.116667,54.6,"<http://vocab.getty.edu/tgn/7010161>"
"Kettering","England",-0.72292,52.39312,"<http://dbpedia.org/resource/Kettering>"
"Kirkbride","England",-3.2,54.883333,"<http://vocab.getty.edu/tgn/1029751>"
"Knutsford","England",-2.371,53.3,"<http://www.wikidata.org/entity/Q1470791>"
"Launceston","England",-4.364444,50.633889,"<http://vocab.getty.edu/tgn/7011335>"
"Leek","England",-2.016667,53.1,"<http://vocab.getty.edu/tgn/7011046>"
"Loughborough","England",-1.2,52.766667,"<http://vocab.getty.edu/tgn/7010949>"
"Louth","England",-0.016667,53.366667,"<http://vocab.getty.edu/tgn/7010724>"
"Lymington","England",-1.55,50.75,"<http://vocab.getty.edu/tgn/1029932>"
"Madeley","England",-2.333333,53,"<http://vocab.getty.edu/tgn/1136722>"
"Malton","England",-0.8,54.133333,"<http://vocab.getty.edu/tgn/7010066>"
"Mansfield","England",-1.1963,53.1435,"<http://www.wikidata.org/entity/Q841979>"
"Melton Mowbray","England",-0.883333,52.766667,"<http://vocab.getty.edu/tgn/1030023>"
"Middlewich","England",-2.433333,53.183333,"<http://vocab.getty.edu/tgn/1030052>"
"Milton","England",-1.083333,51.716667,"<http://vocab.getty.edu/tgn/7031292>"
"Morpeth","England",-1.683333,55.166667,"<http://vocab.getty.edu/tgn/1030090>"
"Newbury","England",-1.316667,51.4,"<http://vocab.getty.edu/tgn/7011924>"
"Newmarket","England",0.416667,52.25,"<http://vocab.getty.edu/tgn/7010941>"
"Newport Pagnell","England",-0.716667,52.083333,"<http://vocab.getty.edu/tgn/7011906>"
"Newton Abbot","England",-3.6,50.533333,"<http://vocab.getty.edu/tgn/1030173>"
"Norfolk","England",1,52.666667,"<http://vocab.getty.edu/tgn/7008160>"
"Northallerton","England",-1.4285,54.3378,"<http://www.wikidata.org/entity/Q920381>"
"Norton","England",-0.216667,51.983333,"<http://vocab.getty.edu/tgn/7027243>"
"Nuneaton","England",-1.466667,52.516667,"<http://vocab.getty.edu/tgn/1030220>"
"Oakham","England",-0.733333,52.666667,"<http://vocab.getty.edu/tgn/7010951>"
"Oldham","England",-2.116667,53.55,"<http://vocab.getty.edu/tgn/7010552>"
"Ormskirk","England",-2.9,53.566667,"<http://vocab.getty.edu/tgn/1030242>"
"Oswestry","England",-3.033333,52.85,"<http://vocab.getty.edu/tgn/1030249>"
"Pattingham","England",-2.266667,52.583333,"<http://vocab.getty.edu/tgn/7458235>"
"Penryn","England",-5.1,50.166667,"<http://vocab.getty.edu/tgn/1030302>"
"Penzance","England",-5.547778,50.113611,"<http://vocab.getty.edu/tgn/7011366>"
"Petersfield","England",-0.933333,51,"<http://vocab.getty.edu/tgn/1030312>"
"Poole","England",-2,50.716667,"<http://vocab.getty.edu/tgn/7011282>"
"Prescot","England",-2.814,53.422,"<http://www.wikidata.org/entity/Q1976655>"
"Ramsgate","England",1.433333,51.333333,"<http://vocab.getty.edu/tgn/7011562>"
"Retford","England",-0.948,53.316,"<http://vocab.getty.edu/tgn/7031139>"
"Ringwood","England",-1.783333,50.85,"<http://vocab.getty.edu/tgn/1030435>"
"Rochdale","England",-2.15,53.616667,"<http://vocab.getty.edu/tgn/7010541>"
"Romford","England",0.1833,51.5833,"<http://vocab.getty.edu/tgn/7011815>"
"Romsey","England",-1.5,50.983333,"<http://vocab.getty.edu/tgn/7011394>"
"Rotherham","England",-1.35,53.433333,"<http://vocab.getty.edu/tgn/7010698>"
"Rousham","England",-1.316667,51.9,"<http://vocab.getty.edu/tgn/7011932>"
"Royal Tunbridge Wells","England",0.263,51.132,"<http://www.wikidata.org/entity/Q665489>"
"Royston","England",-1.45,53.6,"<http://vocab.getty.edu/tgn/7010694>"
"Rugby","England",-1.25,52.366667,"<http://vocab.getty.edu/tgn/1030472>"
"Rugeley","England",-1.9388,52.7599,"<http://www.wikidata.org/entity/Q1816620>"
"Rye","England",0.733333,50.95,"<http://vocab.getty.edu/tgn/7011470>"
"Saffron Walden","England",0.25,52.016667,"<http://vocab.getty.edu/tgn/7011869>"
"Sandwich","England",1.35,51.266667,"<http://vocab.getty.edu/tgn/7011536>"
"Shepton Mallet","England",-2.547222,51.189722,"<http://vocab.getty.edu/tgn/1030595>"
"South Shields","England",-1.429,54.992,"<http://dbpedia.org/resource/South_Shields>"
"St Austell","England",-4.795,50.338,"<http://www.wikidata.org/entity/Q772614>"
"St Neots","England",-0.266666666,52.227777777,"<http://www.wikidata.org/entity/Q1018225>"
"Stanford","England",-0.483333,52.65,"<http://vocab.getty.edu/tgn/7010743>"
"Stoke Newington","England",-0.083333,51.566667,"<http://vocab.getty.edu/tgn/7011788>"
"Stokesley","England",-1.1905,54.4712,"<http://www.wikidata.org/entity/Q597894>"
"Stow","England",-0.683333,53.316667,"<http://vocab.getty.edu/tgn/4010830>"
"Stowmarket","England",1,52.19,"<http://www.wikidata.org/entity/Q2454255>"
"Stratford-upon-Avon","England",-1.7,52.183333,"<http://vocab.getty.edu/tgn/7010956>"
"Strood","England",0.5,51.383333,"<http://vocab.getty.edu/tgn/1030783>"
"Stroud","England",-2.2,51.75,"<http://vocab.getty.edu/tgn/7011158>"
"Swaffham","England",0.683333,52.65,"<http://vocab.getty.edu/tgn/7010794>"
"Tamworth","England",-1.683333,52.616667,"<http://vocab.getty.edu/tgn/4011017>"
"Tavistock","England",-4.144444,50.545556,"<http://vocab.getty.edu/tgn/7011323>"
"Tetbury","England",-2.162222,51.639444,"<http://vocab.getty.edu/tgn/1030854>"
"Thame","England",-0.983333,51.75,"<http://vocab.getty.edu/tgn/7011951>"
"Thetford","England",0.75,52.416667,"<http://vocab.getty.edu/tgn/7012015>"
"Thirsk","England",-1.34205,54.232730555,"<http://www.wikidata.org/entity/Q641274>"
"Tiverton","England",-3.483333,50.9,"<http://vocab.getty.edu/tgn/7012016>"
"Ulverston","England",-3.1,54.2,"<http://vocab.getty.edu/tgn/1030946>"
"Uttoxeter","England",-1.86,52.898,"<http://www.wikidata.org/entity/Q2086137>"
"Walsall","England",-2,52.6,"<http://vocab.getty.edu/tgn/7010988>"
"Warminster","England",-2.180833,51.203611,"<http://vocab.getty.edu/tgn/1031005>"
"Warren","England",-2.166667,53.233333,"<http://vocab.getty.edu/tgn/1031006>"
"Wellingborough","England",-0.7,52.3,"<http://vocab.getty.edu/tgn/7010913>"
"Wells","England",-2.649444,51.209444,"<http://vocab.getty.edu/tgn/7011241>"
"Whitchurch","England",-1.61,51.216,"<http://vocab.getty.edu/tgn/1031102>"
"Wigton","England",-3.15,54.833333,"<http://vocab.getty.edu/tgn/7010088>"
"Witney","England",-1.483333,51.783333,"<http://vocab.getty.edu/tgn/1031177>"
"Wolston","England",-1.383333,52.366667,"<http://vocab.getty.edu/tgn/7445249>"
"Workington","England",-3.566667,54.65,"<http://vocab.getty.edu/tgn/7010202>"
"Wotton-under-Edge","England",-2.346111,51.638056,"<http://vocab.getty.edu/tgn/7005008>"
"Wycombe","England",-0.766667,51.633333,"<http://vocab.getty.edu/tgn/7011900>"
"Yeovil","England",-2.633333,50.95,"<http://vocab.getty.edu/tgn/7011242>"
"Abbeville","France",1.835277777,50.105277777,"<http://www.wikidata.org/entity/Q28520>"
"Aix-en-Provence","France",5.445555555,43.527777777,"<http://www.wikidata.org/entity/Q47465>"
"Avranches","France",-1.356944444,48.684444444,"<http://www.wikidata.org/entity/Q204430>"
"Bastia","France",9.4503,42.7008,"<http://dbpedia.org/resource/Bastia>"
"Beauvais","France",2.0875,49.434166666,"<http://www.wikidata.org/entity/Q174257>"
"Besançon","France",6.018152,47.248778,"<http://vocab.getty.edu/tgn/7008356>"
"Boulogne-sur-Mer","France",1.613888888,50.725555555,"<http://www.wikidata.org/entity/Q81997>"
"Caen","France",-0.370555555,49.182222222,"<http://www.wikidata.org/entity/Q41185>"
"Calais","France",1.8563888888889,50.9480555555556,"<http://dbpedia.org/resource/Calais>"
"Dampierre-sur-Boutonne","France",-0.414166666,46.067222222,"<http://www.wikidata.org/entity/Q624056>"
"Dieppe","France",1.08,49.92,"<http://dbpedia.org/resource/Dieppe>"
"Dijon","France",5.04138888888889,47.3219444444444,"<http://dbpedia.org/resource/Dijon>"
"Dunkirk","France",2.3775,51.0383,"<http://dbpedia.org/resource/Dunkirk>"
"Le Havre","France",0.108055555,49.494166666,"<http://www.wikidata.org/entity/Q42810>"
"Lorient","France",-3.366667,47.75,"<http://vocab.getty.edu/tgn/7009307>"
"Nantes","France",-1.553888888,47.217222222,"<http://www.wikidata.org/entity/Q12191>"
"Nice","France",7.2663,43.7034,"<http://dbpedia.org/resource/Nice>"
"Orleans","France",1.903887,47.902891,"<http://vocab.getty.edu/tgn/7008337>"
"Rennes","France",-1.6794,48.1147,"<http://dbpedia.org/resource/Rennes>"
"Saint-Germain-en-Laye","France",2.0938,48.8989,"<http://dbpedia.org/resource/Saint-Germain-en-Laye>"
"Tornay","France",5.606388888,47.700833333,"<http://www.wikidata.org/entity/Q1377811>"
"Toulouse","France",1.443888888,43.604444444,"<http://www.wikidata.org/entity/Q7880>"
"Verdun","France",1.234049,43.851705,"<http://vocab.getty.edu/tgn/7013153>"
"Versailles","France",2.134166666,48.804722222,"<http://www.wikidata.org/entity/Q621>"
"Aachen","Germany",6.083788,50.776207,"<http://www.wikidata.org/entity/Q1017>"
"Boden","Germany",13.766667,51.216667,"<http://vocab.getty.edu/tgn/7212317>"
"Bödingen","Germany",7.333333,50.783333,"<http://vocab.getty.edu/tgn/7211899>"
"Celle","Germany",10.0825,52.625555555,"<http://www.wikidata.org/entity/Q3933>"
"Coburg","Germany",10.957869444,50.258469444,"<http://www.wikidata.org/entity/Q14821>"
"Darmstadt","Germany",8.65,49.8666666666667,"<http://dbpedia.org/resource/Darmstadt>"
"Dillingen an der Donau","Germany",10.4666666666667,48.5666666666667,"<http://dbpedia.org/resource/Dillingen_an_der_Donau>"
"Flensburg","Germany",9.436666666,54.781944444,"<http://www.wikidata.org/entity/Q3798>"
"Helmstadt","Germany",9.716666666,49.766666666,"<http://www.wikidata.org/entity/Q504431>"
"Hildburghausen","Germany",10.75,50.416667,"<http://vocab.getty.edu/tgn/1036943>"
"Holt","Germany",9.15,54.816667,"<http://vocab.getty.edu/tgn/7161118>"
"Karlsruhe","Germany",8.4039514,49.0092097,"<http://dbpedia.org/resource/Karlsruhe>"
"Kehl","Germany",7.808888888,48.571111111,"<http://www.wikidata.org/entity/Q15979>"
"Lemgo","Germany",8.9043,52.027680555,"<http://www.wikidata.org/entity/Q14817>"
"Mainz","Germany",8.26666666666667,50,"<http://dbpedia.org/resource/Mainz>"
"Mannheim","Germany",8.466111111,49.487777777,"<http://www.wikidata.org/entity/Q2119>"
"Münster","Germany",7.633333,51.966667,"<http://vocab.getty.edu/tgn/7004445>"
"Neustadt an der Weinstraße","Germany",8.137778,49.356667,"<http://vocab.getty.edu/tgn/7004417>"
"Nordhausen","Germany",10.7911111111111,51.505,"<http://dbpedia.org/resource/Nordhausen>"
"Oberwesel","Germany",7.72138888888889,50.1111111111111,"<http://dbpedia.org/resource/Oberwesel>"
"Offenbach","Germany",8.766667,50.1,"<http://vocab.getty.edu/tgn/7012634>"
"Osnabrück","Germany",8.05,52.266667,"<http://vocab.getty.edu/tgn/7005252>"
"Peine","Germany",10.233611111,52.320277777,"<http://www.wikidata.org/entity/Q6850>"
"Ronneburg","Germany",12.183333,50.866667,"<http://vocab.getty.edu/tgn/1037602>"
"Schleswig","Germany",9.569722222,54.515277777,"<http://www.wikidata.org/entity/Q501661>"
"Siegen","Germany",8.016666666,50.875555555,"<http://www.wikidata.org/entity/Q3167>"
"Weißenfels","Germany",11.966667,51.2,"<http://vocab.getty.edu/tgn/7085364>"
"Wiesenthal","Germany",10.1666666666667,50.7,"<http://dbpedia.org/resource/Wiesenthal>"
"Worms","Germany",8.365277777,49.631944444,"<http://www.wikidata.org/entity/Q3852>"
"Zeiz-Bahren","Germany",14.75,51.616667,"<http://vocab.getty.edu/tgn/7079055>"
"Zittau","Germany",14.8072222222222,50.8961111111111,"<http://dbpedia.org/resource/Zittau>"
"Zweibrücken","Germany",7.366667,49.25,"<http://vocab.getty.edu/tgn/7012352>"
"Zürich","Switzerland",8.55,47.366667,"<http://vocab.getty.edu/tgn/7007302>"
"Calicut","India",75.766667,11.25,"<http://vocab.getty.edu/tgn/7001524>"
"Goa","India",73.916667,15.5,"<http://vocab.getty.edu/tgn/7018161>"
"Hooghly","India",88.396737,22.908773,"<http://vocab.getty.edu/tgn/7017774>"
"Mumbai","India",72.833333333,18.966666666,"<http://www.wikidata.org/entity/Q1156>"
"Pondicherry","India",79.83,11.93,"<http://vocab.getty.edu/tgn/7001579>"
"Carlow","Ireland",-6.926111,52.840833,"<http://vocab.getty.edu/tgn/1042676>"
"Castlebar","Ireland",-9.2988,53.8608,"<http://www.wikidata.org/entity/Q749196>"
"Cavan","Ireland",-7.360556,53.990833,"<http://vocab.getty.edu/tgn/1042703>"
"Ennis","Ireland",-8.986389,52.843611,"<http://vocab.getty.edu/tgn/1042793>"
"Galway","Ireland",-9.04559,53.290723,"<http://vocab.getty.edu/tgn/7593751>"
"Mullingar","Ireland",-7.35,53.533333,"<http://vocab.getty.edu/tgn/1042947>"
"Jerusalem","Israel",35.2166666666667,31.7833333333333,"<http://dbpedia.org/resource/Jerusalem>"
"Genova","Italy",8.93277777777778,44.4111111111111,"<http://dbpedia.org/resource/Genoa>"
"Loreto","Italy",13.6086111111111,43.4388888888889,"<http://dbpedia.org/resource/Loreto,_Marche>"
"Lucca","Italy",10.5027777777778,43.8416666666667,"<http://dbpedia.org/resource/Lucca>"
"Palermo","Italy",13.3666666666667,38.1166666666667,"<http://dbpedia.org/resource/Palermo>"
"Perugia","Italy",12.3888888888889,43.1122222222222,"<http://dbpedia.org/resource/Perugia>"
"Pisa","Italy",10.4,43.7166666666667,"<http://dbpedia.org/resource/Pisa>"
"Sienna","Italy",11.33,43.318,"<http://vocab.getty.edu/tgn/7011179>"
"Tivoli","Italy",12.8,41.966666666,"<http://www.wikidata.org/entity/Q159605>"
"Montego Bay","Jamaica",-77.918,18.471,"<http://vocab.getty.edu/tgn/1016878>"
"Valletta","Malta",14.5125,35.8977777777778,"<http://dbpedia.org/resource/Valletta>"
"Mexico City","Mexico",-99.138611,19.434167,"<http://vocab.getty.edu/tgn/7007227>"
"Carrickfergus","Northern Ireland",-5.809,54.716,"<http://www.wikidata.org/entity/Q1020354>"
"Omagh","Northern Ireland",-7.3,54.6,"<http://vocab.getty.edu/tgn/1048405>"
"Porto","Portugal",-8.610993,41.149606,"<http://vocab.getty.edu/tgn/7010979>"
"Basseterre","Saint Kitts and Nevis",-62.7167,17.3,"<http://vocab.getty.edu/tgn/1019052>"
"Castries","Saint Lucia",-60.9833333333333,14.0166666666667,"<http://dbpedia.org/resource/Castries>"
"Carron","Scotland",-3.783333,56.016667,"<http://vocab.getty.edu/tgn/4002274>"
"Cupar","Scotland",-3.01155,56.3194,"<http://www.wikidata.org/entity/Q1012047>"
"Dalry","Scotland",-4.716667,55.683333,"<http://vocab.getty.edu/tgn/7023833>"
"Dunfermline","Scotland",-3.46166666666667,56.0713888888889,"<http://dbpedia.org/resource/Dunfermline>"
"Dunkeld","Scotland",-3.586,56.5661,"<http://www.wikidata.org/entity/Q1265921>"
"Duns","Scotland",-2.35,55.766667,"<http://vocab.getty.edu/tgn/7009532>"
"Elgin","Scotland",-3.333333,57.65,"<http://vocab.getty.edu/tgn/7009792>"
"Gateside","Scotland",-3.316667,56.266667,"<http://vocab.getty.edu/tgn/7450788>"
"Greenock","Scotland",-4.765,55.95,"<http://dbpedia.org/resource/Greenock>"
"Hawick","Scotland",-2.783333,55.433333,"<http://vocab.getty.edu/tgn/7009460>"
"Inveraray","Scotland",-5.073,56.231,"<http://www.wikidata.org/entity/Q219530>"
"Jedburgh","Scotland",-2.546,55.477,"<http://www.wikidata.org/entity/Q1012401>"
"Kirkcaldy","Scotland",-3.167369444,56.110730555,"<http://www.wikidata.org/entity/Q691685>"
"Kirkcudbright","Scotland",-4.033333,54.833333,"<http://vocab.getty.edu/tgn/1050827>"
"Lanark","Scotland",-3.77702,55.6749,"<http://www.wikidata.org/entity/Q1002124>"
"Newton Stewart","Scotland",-4.483333,54.966667,"<http://vocab.getty.edu/tgn/1050962>"
"Peterhead","Scotland",-1.7832,57.5091,"<http://www.wikidata.org/entity/Q1016944>"
"Selkirk","Scotland",-2.85,55.533333,"<http://vocab.getty.edu/tgn/1051057>"
"Whitburn","Scotland",-3.683333,55.866667,"<http://vocab.getty.edu/tgn/1051149>"
"Freetown","Sierra Leone",-13.2344444444444,8.48444444444444,"<http://dbpedia.org/resource/Freetown>"
"Cape Town","South Africa",18.425,-33.925,"<http://www.wikidata.org/entity/Q5465>"
